x_1,x_2,y
0.894419734,1.219944619,1
0.805558793,0.986179128,1
0.258148991,0.761510098,1
-4.087579246,-1.292930181,1
-1.278883523,0.775309029,1
-1.644296313,0.987618692,1
1.067095664,0.797856615,1
0.738248309,1.470752727,1
0.594083523,-1.663278564,0
0.743219925,-1.49665464,0
0.860325845,-1.258677422,0
0.842449458,-1.206154905,0
-0.768394206,1.433887114,1
-0.896009739,-1.174211639,0
0.956937571,-0.974784841,0
1.564913772,1.027116743,1
-0.723133403,0.765456497,1
-1.869490925,0.982187507,1
-2.915048382,0.416601524,1
1.83774001,0.985147818,1
-1.375060452,-1.060109739,0
0.420165976,1.093613319,1
-0.026867223,-2.437917748,0
0.041193626,-1.207458251,0
0.963235043,-1.230260912,0
-1.067463803,-0.906152348,0
-0.34481563,1.362926046,1
0.319090853,-2.332249069,0
-1.488051921,0.347913274,1
1.349086174,1.049790409,1
1.624132552,0.97535374,1
1.052260458,-1.01035581,0
0.394693351,0.661185589,1
1.649279129,0.936191871,1
-0.957482785,-0.0797165,0
-1.002367226,-0.621474029,0
0.1820037,-2.03703568,0
0.316050746,1.399270883,1
-0.803442186,-1.065717333,0
-0.786835691,-0.085539014,0
1.764511436,1.058655243,1
-1.216952936,-0.360357293,0
-1.404227515,0.568667817,1
-1.402607629,-2.317171571,0
0.5884898,0.803246245,1
0.46869024,0.581070877,1
2.106375634,1.32062529,1
-0.562824493,0.703157209,1
1.150598453,-0.752062596,0
0.880833081,-1.171106258,0
1.326060892,-0.573688268,0
-0.03391718,-0.772344707,0
1.498107814,-0.197965083,0
-1.847360885,0.922790621,1
-0.795187211,-0.578140107,0
2.462323609,1.423406344,1
0.840114951,-1.43954911,0
-2.713003102,0.387071468,1
-3.061666539,-0.439366994,1
1.544534321,0.943418128,1
1.163048873,-0.701948612,0
0.968653811,0.892588991,1
0.799215988,-1.372205266,0
-0.188970249,0.495944841,1
1.096759435,-0.990615639,0
0.392999008,-2.787905654,0
-1.05132176,1.030600852,1
0.916439311,-1.092649321,0
-2.064690777,-0.588554639,0
0.686640738,0.995660025,1
-0.438816434,1.670228974,1
-1.092535973,-0.547592845,0
0.164607693,0.681124788,1
1.515898412,0.800519078,1
0.204891238,1.475022873,1
1.201628231,1.013642676,1
-1.164441399,-0.533696276,0
-1.207386145,1.347523716,1
-2.980829157,1.274479065,0
-0.234385986,-1.912501482,0
-0.310915826,-0.177900349,0
-1.392971534,0.803371716,1
2.117001174,1.470160991,1
-1.46461161,-1.074224415,0
0.937512672,-0.578240034,0
1.082323069,-0.709183032,0
1.247950619,-0.879088645,0
1.196649162,-0.544697244,0
-0.461240556,1.170486289,1
0.789558303,-0.617858369,0
-1.637952601,1.113219241,1
1.601693476,1.583451713,1
-0.548001377,1.534680487,1
-0.854244194,-2.069061666,0
0.922520075,-1.013116265,0
1.034144661,-0.384300995,0
-0.712573199,-0.93492427,0
-1.039612264,0.517298873,1
1.377180842,-0.576913935,0
0.087227751,1.830908963,1
-0.076227637,0.814539165,1
0.803986094,0.812045592,1
-1.287021519,0.276315102,0
1.02568606,-1.3395705,0
-2.066585044,0.460900224,1
-0.067795556,0.936759311,1
-0.500010239,-2.012267836,0
1.002385112,-0.965404736,0
-0.881327484,1.154102267,1
0.123588678,2.44720648,1
0.451241204,1.026753249,1
-0.889996296,1.308400574,1
0.269695468,1.475470197,1
0.672107832,-1.72748962,0
0.996675256,-1.334527262,0
1.055647465,-1.0469213,0
-1.262301396,1.360749759,1
-1.949240719,-0.412550463,0
-0.438267729,0.873669761,1
1.937686269,1.037851675,1
-0.391784947,2.1442264,1
0.852781288,-1.278353843,0
-1.339447296,-0.978486896,0
-0.56480409,-2.211947822,0
-0.170929495,-1.354293854,0
-2.789382666,0.167548975,0
1.088639409,0.737093144,1
1.107516594,-0.803697305,0
1.767451249,0.969782693,1
0.904996183,-1.237710406,0
-2.610381829,-0.426032109,0
0.077778095,1.305835553,1
-1.320265756,-0.711304726,0
0.845921987,-1.184697325,0
0.860702858,-1.476840318,0
1.330146323,-0.416187222,0
-1.062838939,-0.986888453,0
-1.131329371,0.39879081,1
-1.329244412,-0.979803672,0
-0.474805473,1.530677909,1
-1.250967733,-0.995114335,0
-0.963472875,-1.145123157,0
-1.55622102,0.904173284,1
2.472070035,1.364377882,1
0.529504527,0.573836709,1
-0.114550855,0.969359994,1
-0.683004996,1.205732288,1
-1.943038304,0.251892508,1
-1.168384414,1.15481654,1
-0.359890883,0.966805861,1
0.914736718,-1.100738598,0
-1.728006147,0.542810204,1
-2.87752274,0.635750223,0
-0.389419052,0.778928458,1
0.877964115,-1.569318272,0
1.428377513,-0.5401826,0
-0.203863342,0.435443475,1
0.766518167,-1.550850214,0
-0.970843527,-1.128909478,0
-1.626607742,0.733911141,1
-2.187822052,1.182446305,0
0.807993059,0.689372874,1
-0.460451637,1.43404035,1
0.465578735,1.909478418,1
1.279865561,2.139439357,1
-2.021668972,-0.872773129,0
-0.384514053,1.013494965,1
-0.526268077,0.934793786,1
0.910397258,0.934989249,1
1.004004563,-1.051611473,0
-2.913596555,0.174286125,1
1.38133001,-0.330659249,0
1.416451809,-0.469742534,0
-1.225458792,0.55553576,1
1.003286961,-0.973580424,0
-2.107476031,0.1353836,1
1.296572812,-0.338856339,0
-2.136245273,-0.621758215,0
1.337383552,0.022807219,0
0.696342176,1.347996819,1
2.760033819,1.4813976,1
1.098894674,-0.286979482,0
0.998816089,-0.743169415,0
-0.980999773,1.022189494,1
1.680749226,1.128448132,1
-1.986691148,-0.486151649,0
0.718429461,-1.280303497,0
-1.219110363,-1.293939558,0
1.010906511,-1.371085813,0
1.174532942,0.929564823,0
0.892575581,-1.231861616,0
-0.024139238,1.792058209,1
1.250111437,-0.452520681,0
-0.103050764,-0.494974474,0
-2.522277312,0.67314945,0
0.905239897,-1.203800767,0
-0.737951823,-0.598773256,0
-1.766362888,-0.798117632,0
1.554599574,-0.124107379,0
-0.772377728,1.165862452,1
1.886285942,1.205456126,1
1.363016659,-0.739421386,0
-0.915174634,0.603201079,1
-2.616559764,-0.103685812,0
0.918062662,-2.338262467,0
1.39337968,0.040308293,0
-1.681807147,0.324221543,1
1.685451384,1.286075769,1
0.305296796,0.871405582,1
-2.180620118,0.464157312,1
-2.221641908,-0.275822703,1
0.254100606,-1.943907957,0
-0.722326515,1.25216531,1
0.938038275,-1.356257266,0
0.403382886,-1.921101637,0
-2.348373206,-0.917926557,0
-0.55906958,0.841572376,1
1.495775323,1.198260996,1
0.644205867,-1.292265736,0
0.951042443,-0.85858844,0
0.578724853,2.472889071,1
2.193428847,1.249598301,1
-0.305617603,1.167789264,1
1.144707587,-0.826687373,0
-0.740734298,1.228830624,1
0.494696644,1.665078977,1
-0.377811103,1.459788598,1
0.489076255,0.999056721,1
0.977852215,-1.704000356,0
1.064765226,-0.9198122,0
0.938128363,-0.948121888,0
0.933218793,-1.501375485,0
1.708741243,0.948905788,1
-2.523487799,0.409292963,1
0.673925205,1.063274612,1
-1.582272873,-0.028973272,0
0.933665985,-1.484332144,0
1.143157012,-0.379576093,0
1.307483445,-0.430215089,0
-0.786094193,1.153400193,1
0.946115492,-0.997212189,0
-0.783670181,0.988516716,1
1.020912215,-0.665440565,0
-1.09180167,0.538367049,1
3.243774746,1.627048567,1
-1.269438728,0.947379158,1
-0.918377728,-1.461861995,0
0.176528728,-2.702850362,0
-0.970082382,-0.396912677,0
1.377998754,-0.541968698,0
-1.90072742,0.045162762,1
-1.434203683,0.74207189,1
-0.005334319,0.569933187,1
-2.649552496,-0.172290283,1
0.556416406,1.051508969,1
0.478801005,-0.971147876,0
-0.729733517,-1.589621889,0
0.103137316,1.027449014,1
0.792927215,-0.944319766,0
1.859373726,0.896177174,1
2.60350847,1.394872867,1
1.168613914,0.698816129,1
-0.833692409,0.87962566,1
-0.366124689,1.030991839,1
-1.180000281,1.025889911,1
-0.696005688,0.301302646,1
0.830940753,-1.60900633,0
-0.940664218,0.803743888,1
0.741443329,-1.527578902,0
-1.765525488,-0.362261594,0
0.224882578,-1.989620482,0
0.479718986,1.57014515,1
2.453271064,1.112296764,1
1.02213608,-3.111384532,0
-0.122368367,-1.758644972,0
2.185938302,1.3011446,1
1.561693526,0.20027884,0
-0.540496487,-1.904927116,0
0.221748387,0.665290591,1
0.687958942,-1.603504135,0
-0.274271511,1.802762762,1
0.774288864,-1.029548374,0
-1.466800352,-0.367016443,0
-1.398059368,0.735002768,1
1.367893566,-0.016139656,0
-0.642021774,-1.913616379,0
0.624525093,1.794763457,1
0.758545469,-1.495579588,0
-1.25910503,1.516547201,1
-1.842115411,1.041636119,1
-0.641137182,-1.637987374,0
1.555954885,-3.621876812,0
-0.471876612,-1.049903148,0
0.795181392,-1.381264715,0
-1.314165071,0.806419608,1
1.165341255,0.887870594,1
1.147092932,1.151650338,1
-0.703770651,-1.252698067,0
1.1355896,1.270563811,1
0.809715327,-1.364716567,0
2.632122598,1.202551021,1
-0.37124755,1.923006599,1
1.427668188,0.944014037,1
-0.989933873,1.344142342,1
0.855751941,-1.537187945,0
0.735086736,-0.968369629,0
0.047424639,1.268085047,1
1.077815426,-0.847695718,0
-1.518293593,-0.267842407,0
-2.114867725,0.571681238,1
0.631114103,1.487029012,1
0.649857815,-1.35466759,0
-0.979711126,-0.230936531,0
0.892684687,-1.01259457,0
0.637913963,-1.646859532,0
0.559860228,-2.362167706,0
1.59890568,1.312624285,1
0.87836474,-1.120697613,0
0.833659442,-1.231989789,0
-0.66324086,-2.707058042,0
2.245766698,0.902292967,1
1.913926356,0.973642634,1
-0.987409047,-1.209177929,0
1.00878397,0.85126809,1
-1.521508291,0.865849537,1
-1.446460684,-0.264226179,1
-2.634325795,-0.474491579,1
0.950889168,-0.801789366,0
0.399059568,1.162420035,1
-0.948119881,0.599938709,1
-1.235676771,-0.92037119,0
-1.372404871,-0.113263026,0
1.237593505,-0.7268719,0
-0.655313959,0.868289558,1
-2.511186377,1.176134109,0
1.002097836,-0.87059177,0
-0.895420246,0.704974508,1
1.355072093,-0.329364072,0
0.899420007,-0.750992708,0
0.470290914,-1.82838813,0
1.45491149,-0.2996581,0
-0.460705342,1.452715997,1
-0.708726345,0.82956457,1
1.925950118,1.437612947,1
1.230183378,-0.685089848,0
-1.063240322,0.909911702,1
0.138190898,-1.534840342,0
1.214641836,1.130832119,1
-1.90893822,-0.56599582,0
0.958183238,-0.66888579,0
1.159716571,-0.436846996,0
0.359352333,1.074913666,1
0.960656564,-0.890865264,0
-0.535767204,-2.093311526,0
-1.240786887,0.391849929,1
-2.025358303,0.590141851,1
0.639001376,1.749645694,1
-0.353230393,1.2234704,1
-0.94998551,1.041753439,1
-2.528090826,0.122076752,1
0.9729198,-0.968521823,0
-1.146842704,0.99421106,1
2.243444533,0.965769269,1
-0.331223565,-1.520137382,0
1.298648752,-0.674136608,0
1.313020435,1.130635505,1
-2.096514849,-1.373483304,0
1.213403792,1.241947491,1
-0.428367205,-0.96888089,0
1.293735967,0.906930138,1
1.299379893,0.014002239,0
2.052470604,0.984199004,1
0.513112717,1.034891906,1
0.795389428,-1.403693187,0
-1.380928043,0.448018918,1
-2.16068908,1.053267452,1
-0.073514971,0.752532208,1
0.647118665,-1.318815146,0
0.953492738,-1.423692809,0
-0.431890467,-1.351942324,0
-2.036584736,0.629784885,1
-1.365212647,-0.63494379,0
-1.523800965,0.937095564,1
-0.373647013,0.614045932,1
-0.156649062,1.03573217,1
0.270931773,2.104016964,1
0.774386743,1.43021624,1
0.378552348,-2.142626896,0
-0.066130683,0.981122791,1
-0.561597426,-1.630115525,0
0.88336153,-1.506646599,0
0.760346496,-0.906843455,0
-0.122152295,-1.630003972,0
-1.331201552,1.244668682,1
-0.859171836,-1.945406639,0
-0.393911837,-1.304578326,0
0.405452057,1.109765897,1
-0.980341285,1.143213907,1
-1.264215318,0.683726979,1
0.595697876,-1.535168396,0
-1.571781485,0.323639549,1
1.681503483,1.345008966,1
-1.988911012,-1.164695282,0
0.845431702,1.089246605,1
1.08245531,-1.177211977,0
-0.854382505,0.682470684,1
-0.339213552,-0.822419663,0
0.169292255,1.681712909,1
-1.355753507,0.580890058,1
1.143526561,0.840227906,1
0.892536012,1.107537152,1
-2.262333872,0.215829684,0
-0.87982715,1.106787983,1
-1.797312283,-0.196540833,0
-1.391205954,-0.353896416,0
0.958985702,-0.846521637,0
-1.5298011,-0.295404516,0
0.645256116,-2.456177176,0
0.438499393,-1.789681536,0
1.346878369,0.762414464,1
-1.769414824,0.314554877,0
1.324630573,0.950258766,1
1.21867017,-0.798373943,0
0.169343749,1.001196908,1
0.887315308,2.112396601,1
0.536108371,-1.694858256,0
1.091556168,-0.443252847,0
2.203384128,0.892261436,1
0.185465434,-1.538520362,0
-0.7829118,1.423650067,1
-1.362465192,-2.1128745,0
0.876400788,0.910000807,1
0.873877342,-1.234630524,0
0.066092549,-0.954663726,0
1.200325142,0.837225014,1
-0.904413707,-1.702074064,0
1.524350575,0.033848042,0
0.868115786,-0.977599452,0
0.965468477,-1.040397434,0
0.854048618,-0.969062034,0
-0.0274165,0.838456945,1
-3.183542747,0.028882586,1
1.274700039,-0.947739389,0
-1.146246447,0.802749676,1
-0.799413615,-1.153456624,0
0.633420251,-1.583530651,0
1.405150113,-0.713923395,0
1.697711749,2.475978223,1
