x,y
11.36323436,-325.2956074
-43.33633253,-8165.906415
-3.908694034,-88.50505272
-14.89929288,-1067.275501
10.52218053,-277.0111507
11.21587279,-380.5391922
-19.57801125,-1851.264715
33.90836342,-3867.123375
-32.71374488,-4551.546997
-49.44802187,-10724.95352
-28.30095743,-3581.043876
3.489323371,23.83534272
-15.75307636,-1326.890045
-33.42569349,-4804.999559
11.18328301,-411.2913344
-21.51274918,-2167.323296
-19.76787392,-1596.767811
0.071827606,-85.48163089
2.869023236,-32.48291853
-48.58385467,-10531.14851
-38.19055955,-6416.07345
-36.0852311,-5985.223902
26.2085236,-2239.743211
-29.30310942,-3871.615447
0.351379655,-18.38227031
-26.62450116,-3181.732636
16.21311149,-692.7449154
14.18121984,-381.2049201
34.96701169,-4467.011377
37.38990907,-5243.569854
44.68297607,-7178.300457
30.85638388,-3454.807453
-42.32924011,-8027.386215
-19.99893321,-1816.066495
-39.47684016,-6549.547307
20.29051024,-1179.795821
-4.729827825,-313.0856522
-15.03947754,-1168.731698
30.53500231,-3482.342754
-44.27255596,-8478.972744
-31.17231425,-4431.398949
-22.04539853,-2280.272596
25.30523127,-2455.154437
-9.33098594,-528.0649483
-18.16119431,-1536.309552
-6.142391325,-354.1580762
-14.96416653,-965.5293492
-3.919520584,-100.8936744
-8.779588986,-410.5968429
44.71218272,-7119.556695
44.78901805,-7305.474676
-3.956402522,-146.8639085
-12.98160553,-676.4741909
-16.32715815,-1357.790636
-1.156359134,-11.26207761
35.15300718,-4601.565296
-43.18537774,-8295.97279
2.623597997,43.9900503
-17.1195021,-1487.455475
-15.78957848,-1278.637062
23.10134162,-1932.80198
33.31599576,-3543.266263
20.77586025,-1521.056717
-34.18499069,-4889.449439
47.6820418,-8485.992177
5.979757073,37.30067452
-2.784804073,-232.5031857
-10.4705947,-708.3667449
-41.56439039,-7726.672792
-22.36266413,-2341.906133
-13.30274589,-1020.293965
29.71720093,-3211.954062
-48.8174953,-10676.75039
-27.03099037,-3167.716633
18.70732801,-1067.373286
-46.33192064,-9050.904587
28.6349952,-2798.508055
16.09815435,-729.0248384
25.5098497,-2225.510778
1.765289283,51.20428384
49.03340766,-9241.913263
-32.20671485,-4626.793631
-6.297344125,-159.338895
13.05859925,-447.2746543
17.36149631,-1052.185987
41.74987119,-6444.423399
40.76022459,-5947.385532
-43.61787941,-8322.486618
13.72311394,-345.0566493
-1.890916908,61.99183263
-21.24909459,-2014.349322
22.15402336,-1718.455767
0.488753995,-56.37794073
17.72957023,-965.5200335
30.23874345,-3528.150997
18.33297253,-1123.671516
-38.45063473,-6527.789703
45.76386821,-7310.455154
-16.44472888,-1308.071162
-18.17084993,-1661.207043
16.83477427,-977.0957607
-35.32146402,-5915.309756
-22.19959513,-2273.399173
15.94157397,-1016.578004
4.222690296,-261.0355533
-21.59051382,-2129.603549
47.61955983,-8576.12236
7.457875332,-26.72801061
22.71971307,-1743.894337
37.93096171,-5041.336622
16.2083465,-921.2407287
2.180104334,70.4697679
-24.52340455,-2847.295748
17.36797084,-964.8694138
35.91011684,-4770.20789
-2.746924519,25.61145142
41.25252752,-6292.698898
-43.75037968,-8387.581129
-1.24399048,83.93602493
41.50681952,-6626.951649
-1.018306928,-63.7298577
-1.569816278,-150.120578
-22.58678545,-2493.42053
-40.89115144,-7249.086724
16.59399105,-844.7857392
-37.44438505,-6327.945893
-39.11945158,-6523.018252
-5.710413346,-220.2063924
5.311211697,-87.3722374
46.25379269,-7611.426996
7.15103803,-23.12590276
-42.41103281,-8178.290666
-13.75279827,-903.5340998
-48.05181931,-10400.56403
-3.609342741,-0.642775224
45.589933,-7409.702282
47.75686216,-8685.515299
-35.70251373,-5854.529701
-22.72149683,-2639.380765
47.08766214,-8143.997883
27.19153798,-2457.712668
10.58540532,-128.1908745
34.23831943,-3991.623862
17.85942487,-1344.784492
42.35081971,-6740.299287
47.47274703,-8528.997021
-44.19234721,-8444.848215
-47.36212729,-9733.644257
20.97676213,-1260.943685
13.99676364,-515.8232004
-3.206246349,68.02522682
5.716612842,-110.1424248
-40.56557516,-7091.741364
31.99046943,-3437.96787
-12.52654908,-809.4947205
41.22306219,-6175.351349
33.93931024,-3942.616223
9.290383603,-275.2436058
-40.40667618,-7215.349711
-26.1678933,-2810.406504
-47.67023354,-10013.82614
-34.59667894,-5304.28438
38.04461071,-5078.576415
-38.10392062,-6277.643608
35.99383927,-4940.756363
36.54890558,-5035.791501
39.54576946,-5439.247359
-48.83112723,-10412.66382
29.60988055,-3317.284218
-31.7854291,-4370.488373
-46.76945242,-9322.718103
-33.68536284,-4912.53469
4.817572217,-153.7430159
26.83964459,-2343.910346
27.95120127,-2657.18079
-15.09297333,-1231.807934
20.82533773,-1285.50325
-16.93763952,-1579.169913
11.60604481,-429.4063661
-4.110551238,-115.1391221
-28.08804872,-3636.081487
-6.794194812,-294.7343804
13.93671886,-448.9180587
33.11335141,-3870.535895
20.87259377,-1210.489066
-32.02277222,-4229.954041
7.990436352,9.396382463
27.78956598,-2622.060733
25.90451865,-2140.698029
-24.9377367,-2993.933235
-15.62325364,-1014.517457
23.07311563,-1808.362926
-21.27160213,-1965.804983
-5.610637814,-317.8805544
33.98319708,-3961.447064
48.36560054,-8950.665458
11.45532096,-444.0326174
-32.3449964,-4571.310281
-43.59043062,-8456.706099
18.56967099,-1219.908227
-27.00653205,-3188.581785
16.45115708,-1070.194377
34.42246935,-4129.129895
23.50460101,-2006.632798
39.9502222,-5521.203086
-25.57636805,-2907.137671
38.36240083,-5113.301226
-45.43697222,-8817.051481
-0.710418472,-110.9565897
8.043328834,-133.9376257
44.89490883,-7155.284612
13.16533954,-336.4844656
-2.746891629,-93.17205321
-37.84143718,-6137.007413
-22.02892955,-2228.646481
26.92133625,-2216.247385
25.07980393,-2131.552419
-48.19154998,-10331.48333
34.84560706,-4536.012657
40.23466118,-5711.255982
17.60390135,-991.353661
-45.94017427,-8905.01158
-0.458094052,-59.59657383
18.65806968,-1162.251334
-46.31294439,-9182.365789
-24.94268085,-2939.975935
-18.35550605,-1692.930103
-33.31904191,-4746.670113
-4.037394821,-150.2364824
41.78402832,-6490.596216
-45.09846566,-8557.821348
-21.80715117,-2023.637853
31.51344902,-3445.241363
39.31126503,-5168.579042
29.02757582,-3122.160583
-47.73605431,-9942.80406
-42.0771622,-7977.49433
42.08697018,-6625.071982
1.413983774,82.05849994
-45.75332532,-9009.232471
29.06273652,-3194.730028
22.81132948,-1980.317229
-40.46002133,-7024.438223
28.94856089,-2875.01042
20.71593015,-1316.818795
-11.01855676,-635.1978899
40.613564,-5871.594409
-37.26547975,-6312.801094
-3.965824175,-99.29768856
2.728287733,-56.31851021
11.40498909,-258.5993396
-44.82182359,-8511.288594
-47.84670786,-9901.142827
-38.85196632,-6449.996173
5.529981253,-1.805576568
10.50701516,-344.2391137
28.40433901,-3021.312586
45.47561381,-7406.453578
-30.5684762,-4272.269989
-3.332303405,-102.8335875
41.11210886,-6314.331133
-8.40414417,-427.5775132
-20.19873133,-1791.391626
-24.26404383,-2929.092493
33.19041743,-3610.781751
19.45356427,-1217.095656
-49.38215347,-10543.14137
13.71521288,-577.6278647
31.50126267,-3455.939661
16.13194773,-988.6617713
-16.50651637,-1480.329485
45.91590535,-7536.174187
3.534654004,36.24862163
6.663979979,32.79428218
-38.41372466,-6297.426889
0.89158353,-21.9051371
31.49732248,-3394.120965
13.22710913,-370.8880412
-36.99078452,-6160.345805
3.324276262,60.3429706
45.10827623,-7167.270798
-42.20059821,-8102.73908
-6.326856718,-176.6763827
28.16611752,-2794.207516
-33.63600883,-4929.520642
19.28375352,-1129.204921
-6.531954447,-289.0245643
31.99034622,-3517.613918
5.441146358,-0.31332228
28.81459503,-2868.924009
-23.21019416,-2653.222237
2.928255815,47.27046081
14.92126767,-625.0917091
-31.90618703,-4437.31009
-30.19042334,-4224.933022
-34.43533268,-5296.023952
48.58579114,-8964.483088
-24.94351557,-2830.622108
-12.73752788,-817.2646971
-2.068057564,136.6631902
-19.55819185,-1807.573324
21.14256289,-1446.535847
-2.912257581,-247.7600169
12.67019223,-351.2712638
-29.1720787,-3891.542995
-10.83917079,-704.1869311
-32.89265452,-4534.572638
8.053351335,-71.39648484
-22.32358069,-2342.527046
-40.79555411,-7246.569867
-23.93637512,-2740.216298
33.71985962,-3876.414679
25.2960878,-1873.168921
-13.54718309,-985.9288077
9.964360141,-462.1894014
-15.72675085,-1340.609337
-6.352024046,-362.6581309
-24.17792507,-2862.42475
-6.792678944,-282.7089159
-46.44160231,-9169.960917
-42.12714792,-7919.051247
-16.05435836,-1265.113952
-29.15614561,-3897.342212
24.32060061,-1925.863818
-0.178644131,120.6805114
-43.14862205,-8414.338811
-10.98408699,-945.5801895
-24.11597624,-2720.619157
25.51752466,-2344.326114
37.90287605,-5118.620221
36.87621177,-5038.616681
-28.75060539,-3593.781537
-5.452324284,-231.0159125
-47.75854699,-10060.43061
27.65498961,-2520.47959
-9.928663244,-546.817413
12.33291248,-431.6708242
47.35523916,-8375.079509
-12.09788194,-921.3923682
19.68421841,-1132.76051
-4.769076107,-324.5800615
-5.651529344,-335.0194298
-25.62415313,-2804.804104
-33.2265266,-4762.452192
14.4418448,-546.9530533
-48.73248183,-10432.52275
-48.91328519,-10620.15713
-8.648179648,-288.9343984
-17.65278674,-1643.962238
-15.53850286,-1081.394364
-25.5821615,-2871.624612
-9.014652526,-459.3738061
-45.18983008,-8679.350693
44.81939144,-7258.004598
-46.29142308,-9087.441708
3.397978282,-43.01437997
2.3724592,-16.76839328
-41.33287984,-7472.329552
-26.82599442,-3150.683381
-11.65136734,-658.2683668
-7.528063476,-349.2930085
27.36176624,-2353.182521
35.29670255,-4643.035818
44.5747307,-7102.721372
-38.17668433,-6199.98347
-31.2280856,-4445.370859
-39.08771764,-6510.755148
-4.553093479,22.94372908
-29.78266974,-4077.792353
-21.66796847,-2204.596546
-15.98420411,-1222.55571
11.03756506,-422.1860264
15.66716553,-670.2214626
47.96746688,-8546.40699
-7.629075015,-462.3943488
33.53630496,-3715.869555
-31.05298756,-4243.085697
-10.87663884,-695.8258267
6.210714572,112.1604363
45.68393418,-7365.711088
-45.57818021,-8843.38129
-43.54660498,-8567.932315
40.83357333,-6080.909291
19.39681062,-1079.442855
35.42899491,-4614.478197
27.23675697,-2372.814269
45.80489144,-7486.947263
-11.73487583,-763.9242336
-7.892867875,-483.4537176
-23.919346,-2857.48441
-0.251311343,-84.53912822
-49.04280374,-10580.97573
37.87686951,-5125.062065
-17.00907436,-1625.861942
-30.59899641,-4338.764049
-21.7904257,-2268.724514
45.00718768,-7253.864381
14.13865153,-414.2515762
-22.09077091,-2284.879468
-19.27704822,-1687.403933
-5.716449934,-145.7238727
39.16021539,-5288.026537
-17.46628881,-1529.736699
-12.54583007,-750.4944761
27.54804997,-2391.56674
15.74286188,-708.7204583
-49.39893285,-10586.57581
-41.24286431,-7517.006774
-25.02466959,-2901.00236
-23.83867331,-2597.862684
-38.75389276,-6437.345354
-0.521626884,-6.664488968
-2.877174299,21.09423626
3.611890951,8.353723568
43.42526135,-6880.118107
-43.79087959,-8273.891101
-41.56918878,-7672.290981
30.19775788,-3437.933445
0.93266556,72.72263217
-11.02067085,-854.9197711
-38.12825126,-6267.193525
15.52424934,-631.112396
-23.9103779,-2758.715096
2.044682713,113.9388604
-46.5943283,-9037.831557
46.26560782,-7555.480161
43.23393054,-6969.313715
2.275341712,89.10962791
12.74454993,-400.5332851
34.55811678,-4384.649398
37.54436562,-5144.978031
-44.58280163,-8345.519009
-42.87305353,-8230.053317
-30.45949173,-4258.89285
4.163885243,-127.6304384
4.629313476,-36.25043842
-23.81291121,-2703.480941
-29.06242318,-4073.98456
23.62002248,-1980.785804
-9.390273866,-509.178465
1.548983625,-69.94390514
21.05791132,-1357.234585
49.1470221,-9367.695812
-34.40453413,-5431.917304
-2.561210367,-173.0433418
-2.07191374,-135.4986589
-7.608549447,-418.0247669
-1.265930259,-189.7580577
49.42795882,-9210.757546
-41.86387461,-8012.040119
-48.61928691,-10464.40661
48.65386563,-8940.570405
45.01805272,-7189.59577
28.42815375,-2818.89712
-42.57417554,-8178.623609
-8.241044281,-497.0919083
-14.07629851,-923.2989777
48.66973668,-8929.373482
43.90451983,-6889.521129
-48.4564742,-10444.42744
-2.673863465,-223.3303134
39.8161501,-5515.971501
-35.63348163,-5763.84229
-25.42747321,-2945.734721
-36.85342055,-6265.72575
20.30798901,-1018.764561
-16.99530343,-1743.718333
-39.65239375,-6714.172096
-27.86833649,-3590.478961
35.01681583,-4530.452166
28.81168325,-2940.754226
-31.43291033,-4406.389615
-10.51550312,-726.479295
-24.03690947,-2721.902147
9.876806484,-204.0597526
16.78194273,-896.2713581
-42.3559968,-8107.649307
-10.7318177,-578.3861976
-26.84379425,-3059.200938
44.61698848,-6874.534566
-14.05841024,-810.5016466
-20.92747683,-1839.944078
-40.40555961,-7028.894092
14.4942894,-668.219043
-0.388212146,-41.6856556
-23.35615207,-2745.029707
23.28692539,-2007.483561
44.92994861,-7116.972059
46.57186241,-7876.052074
32.84537236,-3711.831031
-31.01193446,-4426.003276
28.44721789,-2851.571972
-4.027547102,-102.2631746
-37.46290739,-6323.532397
-11.68847771,-743.4783481
-43.25749686,-8297.864264
41.0505674,-6035.923071
47.54069966,-8453.385965
19.8077467,-1185.792147
-25.40394073,-3038.522378
17.54378999,-1205.690997
-41.00936919,-7352.338983
46.83588535,-8006.59194
16.47796679,-855.0958922
-38.68123269,-6461.269403
-41.72338292,-7591.611608
-46.41443631,-9119.683326
7.197339158,41.09354534
33.9618591,-4007.105224
26.8347472,-2330.693418
49.96196205,-9243.79289
10.51060577,-282.7569591
-13.27629506,-963.7760244
-48.30898405,-10481.40615
-26.45545881,-3152.044165
17.92714017,-1241.48333
-7.099135921,-270.3946042
-33.37181882,-4810.660547
4.274274748,-67.74988348
8.861146939,-287.2964576
31.1606659,-3381.040156
-2.77899328,-21.85038083
41.84698834,-6589.961674
36.3485978,-4844.200831
2.183706837,-61.88394251
2.893740324,56.79627713
17.95851826,-1067.157784
18.16844626,-1079.076387
-31.09382732,-4465.483367
-2.774758818,-32.89284863
11.69556231,-475.0769451
42.59262531,-6950.245702
-33.38508167,-4894.543417
36.41156033,-4856.840664
-22.57374439,-2535.692421
7.397292815,-83.92901564
-37.51956544,-6354.578849
1.76394456,-4.220447803
-41.91568082,-8200.722102
-12.97306961,-945.1800573
17.4094602,-1195.036722
-47.36557674,-9853.845639
15.17891438,-667.1388215
39.26724613,-5368.46668
-4.978102396,-7.398504125
36.69365207,-5072.112363
25.04863527,-2168.136913
-5.183743636,-369.111677
10.66513949,-401.5665201
20.0242566,-1323.752446
-26.65294777,-3078.305946
-4.591748615,-94.45956081
-45.22749074,-8562.879568
11.13311405,-463.2732547
-48.29100526,-10481.87135
12.43197513,-293.8678316
-30.56364107,-4127.82547
0.582308486,22.37935331
-2.02012444,-133.7940796
21.05471263,-1232.98915
19.03305204,-1199.370585
22.60499762,-1826.878534
-5.896440009,-151.480195
-17.13669716,-1671.597874
4.71036341,-240.7665962
35.8383081,-4757.943961
41.43767862,-6338.50938
12.5999563,-432.1058366
1.721107004,74.93627863
3.748116591,96.63952036
-33.89969325,-4883.666615
-36.17683901,-6051.205968
9.545576783,-145.5813551
10.69599318,-339.4629139
14.43086402,-582.1554173
-43.63945017,-8479.437533
-43.6548518,-8297.240288
10.38550354,-360.4058515
-9.1745131,-455.3959265
-6.119492932,-326.1269947
-42.05867898,-8098.346976
-9.23364503,-451.2318533
-38.7099249,-6383.766422
49.71083233,-9164.174549
20.58911362,-1182.060051
-3.455570159,0.170973692
-37.95083111,-6348.348186
25.07678084,-2237.772363
46.52523936,-7919.8724
36.67355249,-4961.7759
37.97638549,-4851.21885
-32.63399309,-4492.718184
-21.22685861,-2109.544351
35.13031343,-4434.385462
-3.743984769,-236.9616029
49.71569441,-9427.162782
-21.89069865,-2159.920965
-14.18213812,-1009.55591
24.00069693,-2039.569006
4.661975763,96.97326741
7.144746563,-22.94539129
-42.61474077,-8060.626659
-41.67606778,-7918.602186
-30.2484325,-4214.152766
39.68076605,-5263.648164
17.35109032,-991.3142956
10.73412187,-514.4669883
-44.83490863,-8530.843276
0.784557233,-36.32448232
-19.90433806,-1740.747837
-25.94578049,-2927.365118
27.59953027,-2484.963425
39.25136296,-5367.700344
-44.69304123,-8545.14166
5.663371706,-120.7146641
-34.86515736,-5363.109924
48.93369756,-9303.028183
2.621072777,0.066962688
3.650491408,19.0196214
21.24754276,-1463.202338
31.87334172,-3448.437593
37.41014397,-5101.526756
12.17115113,-530.0889076
-48.93933993,-10582.99508
-27.77284812,-3448.378706
-44.73838276,-8533.883429
1.445560078,-48.12705918
39.28358751,-5334.594096
7.962451986,-269.7957507
12.80477403,-483.5705201
-35.57070352,-5829.941247
24.86155745,-2227.14669
-21.93389466,-2180.256837
36.87802194,-5115.833356
30.21244374,-3308.570331
-1.162270478,82.08982902
47.35704201,-8331.064495
2.716159348,46.88370429
-28.24417844,-3545.292285
-30.34154387,-4305.513988
-48.23077727,-10232.91616
-15.56721222,-1315.554651
33.53010907,-3705.528844
-22.53348687,-2537.449209
15.75641971,-941.9769537
-33.02300361,-4520.770812
-20.53702679,-1878.663423
-12.93899885,-790.0762101
14.89290914,-632.9904608
6.777943035,-163.4380877
1.223706925,-286.9655887
-43.95813504,-8332.275743
27.78253477,-2616.68047
-46.99914271,-9525.216849
18.03762811,-1066.365164
39.27433108,-5479.942765
-12.89753691,-906.107175
12.36247938,-324.317206
19.26748146,-1086.604133
28.49786034,-2982.917661
13.24125516,-671.4527747
19.02863074,-1197.124714
30.26231067,-3349.355807
-12.42134627,-719.4750409
-45.21261993,-8589.732887
-39.70000516,-6795.449469
4.04956504,7.835178454
34.93349085,-4545.851299
3.246935869,-90.43518276
40.86094114,-6128.172342
-41.03445508,-7521.038493
36.3945634,-4983.93805
35.74515773,-4857.629177
38.28956851,-5183.901808
-42.56395204,-8183.764157
-15.78411107,-1281.043215
-27.17867515,-3267.490098
34.44098293,-4075.157513
-36.59049712,-6039.633302
38.12982259,-5135.430458
-30.63268757,-4489.097563
34.66234439,-4464.660388
-29.2019034,-4185.474193
17.0539515,-744.4231612
-28.35540828,-3557.746385
-43.52527195,-8320.105851
-7.087482986,-373.3317972
-19.69211428,-1872.57897
8.556430953,-69.02092393
-25.42144323,-2766.105665
24.00527462,-2241.054969
-27.69794003,-3438.28909
-49.95814456,-10831.66468
-49.7072425,-10985.94271
42.56985153,-6769.917991
-46.03075908,-8961.878948
3.707473227,181.1256413
-30.83854394,-4406.513348
-33.63493581,-4827.780044
19.72448407,-1281.084604
16.87219541,-1038.743761
28.43941978,-2949.38
2.205422949,64.65596318
29.58187306,-3093.424065
7.807430413,-137.8052338
1.531600299,67.49047788
-11.11206615,-776.6760951
8.018231491,-77.72881741
-0.707040061,110.740797
5.893065982,-50.59272926
35.46144047,-4763.113602
19.14599523,-1228.635088
-45.46708167,-8696.118739
40.10594787,-5682.773774
-24.57452348,-2948.634639
5.569568219,-43.02342512
11.32400908,-278.9705163
32.01706969,-3531.624269
4.852031582,-69.39961828
-47.37292353,-9977.483318
33.75220459,-3976.585065
46.07549256,-7690.406086
33.11579358,-3726.230479
-9.77560864,-495.8701878
0.318873427,158.3191745
15.26472599,-481.802749
19.60930368,-1171.948234
27.97235675,-2688.280345
37.84358319,-5039.818083
-26.9988404,-3116.475944
30.03610045,-3254.053273
25.32203128,-2075.027886
48.2335948,-8978.471215
-38.89072688,-6362.366558
21.68639031,-1523.055074
16.66868411,-1017.044286
-32.20203295,-4563.355492
-14.53173561,-853.541145
-11.01927453,-797.481209
8.508097114,-243.5695722
-30.53914798,-4307.809039
-32.68727082,-4375.471718
41.78736623,-6550.745116
-14.54548543,-953.0555114
-43.1873671,-8387.081181
-30.35831175,-4132.928869
0.354427998,19.06867375
-10.72386925,-629.2511945
40.5307097,-5976.427886
-25.66135666,-2855.607764
-26.71142339,-3055.230771
-48.39345759,-10486.40656
-4.997819335,-198.9008464
19.55292043,-1202.495162
20.59471647,-1252.228882
-4.001013052,-166.4679594
-40.22571665,-6955.426196
14.92570129,-705.2774386
12.74473905,-475.4130066
-35.10402189,-5488.36607
-29.79304253,-4001.220215
16.27142295,-980.9063105
-17.05539996,-1281.000591
-21.95521281,-2099.779412
-8.849346903,-399.596066
35.35619229,-4646.142728
-19.54700349,-1815.709606
25.96852274,-2105.404324
4.71952903,-114.8137149
27.78201991,-2634.019528
28.70610931,-2845.086843
44.38157719,-7056.859255
-38.73670466,-6293.204438
36.65918171,-4958.651545
34.96960971,-4485.331482
-20.48680716,-1914.515428
-26.66397943,-3004.071777
-2.279098263,-110.8049395
-30.89414704,-4254.71645
41.3986573,-6278.93222
-18.41401556,-1649.957001
-39.12644326,-6477.600031
-6.071916296,-208.8912531
3.787627902,339.6247128
-45.08237711,-8575.980973
5.143454903,-211.0724319
9.142886708,11.12338932
-22.47570836,-2359.273491
-8.157471499,-405.9575185
-0.086520753,261.4462789
11.31510092,-349.9979718
33.82787919,-3899.737791
39.63961239,-5539.360577
-1.330624648,-124.8444019
-24.92664769,-3066.410209
-34.79265333,-5454.755657
12.2451734,-542.7601464
35.86711823,-4744.912149
39.07459566,-5315.894999
-34.29184702,-4987.000023
9.673113515,-90.76494556
33.47843694,-3782.239882
31.0071741,-3478.180553
29.76262299,-3155.138434
37.84050672,-5236.030308
-9.856382453,-493.1973112
33.78829598,-3980.252089
12.60459884,-481.6984882
-29.30091292,-4091.044213
-12.35815042,-753.4937877
20.87616387,-1392.615001
-47.124334,-9696.06337
-21.68852293,-2112.477361
12.23321786,-479.6109408
-39.67182318,-6635.13217
-13.01325527,-873.5025926
0.114361101,29.70120774
-17.63518394,-1863.718414
39.54884351,-5381.27931
20.19907246,-1022.683064
-37.94479681,-6168.949677
49.50490319,-9162.148551
44.39208331,-7125.398082
28.73824436,-2927.318938
12.17747878,-411.9419743
45.07110416,-7190.772196
-38.89114256,-6499.547168
37.69162754,-5147.594912
26.80647833,-2325.921736
18.5074217,-1175.285104
21.92499464,-1498.573848
10.62349523,-95.9257125
-36.44740418,-6200.181538
6.77663745,-48.54506585
-15.36719224,-1288.068841
17.82662342,-962.3704842
-16.08819962,-1171.031002
-17.16732801,-1704.574096
-28.55185398,-3541.437299
-12.8216382,-938.4202055
-5.892212131,-217.3018379
-3.297426781,14.71678147
-23.5307753,-2693.840028
39.01569374,-5040.490593
-44.95937451,-8260.818902
-5.085768607,-193.5516096
39.54618501,-5617.614544
41.12321918,-6245.095621
